Date (MM/DD/YYYY),Time (HH:MM),Wspd,Dry-bulb,DHI,DNI,GHI,ALB
1/1/2021,08:00,4.0,12.0,4.315e-05,7.444e-13,4.315e-05,0.03443
1/1/2021,09:00,3.9,16.0,0.0002685,1.756e-05,0.0002729,0.03457
1/1/2021,10:00,4.0,20.0,0.001506,0.000707,0.001784,0.03524
1/1/2021,11:00,4.2,23.0,0.003915,0.002809,0.005304,0.03522
1/1/2021,12:00,4.1000000000000005,25.0,0.005756,0.004741,0.00835,0.035
1/1/2021,13:00,3.8,26.0,0.005795,0.004784,0.008417,0.035
1/1/2021,14:00,2.8000000000000003,26.0,0.004008,0.002901,0.005451,0.03521
1/1/2021,15:00,1.7000000000000002,23.0,0.001586,0.0007654,0.00189,0.03525
1/1/2021,16:00,1.5,19.0,0.0002904,2.224e-05,0.0002961,0.03459
1/2/2021,08:00,4.1000000000000005,13.0,4.291e-05,6.719e-13,4.291e-05,0.03443
1/2/2021,09:00,4.6000000000000005,17.0,0.0002681,1.748e-05,0.0002725,0.03457
1/2/2021,10:00,4.9,20.0,0.001511,0.0007102,0.00179,0.03524
1/2/2021,11:00,4.6000000000000005,23.0,0.003937,0.002831,0.005338,0.03521
1/2/2021,12:00,4.1000000000000005,24.0,0.005799,0.004789,0.008425,0.03499
1/2/2021,13:00,3.6,25.0,0.005854,0.00485,0.00852,0.03498
1/2/2021,14:00,2.8000000000000003,25.0,0.004068,0.002961,0.005546,0.0352
1/2/2021,15:00,1.7000000000000002,23.0,0.001624,0.0007935,0.001941,0.03525
1/2/2021,16:00,1.4,19.0,0.0002994,2.431e-05,0.0003057,0.0346
1/3/2021,08:00,3.2,13.0,4.273e-05,6.202e-13,4.273e-05,0.03443
1/3/2021,09:00,3.5,17.0,0.000268,1.747e-05,0.0002724,0.03456
1/3/2021,10:00,3.2,20.0,0.001517,0.0007147,0.001798,0.03524
1/3/2021,11:00,2.5,22.0,0.003962,0.002855,0.005377,0.0352
1/3/2021,12:00,1.3,23.0,0.005847,0.004842,0.008507,0.03498
1/3/2021,13:00,0.6000000000000001,24.0,0.005918,0.004921,0.008631,0.03497
1/3/2021,14:00,0.6000000000000001,24.0,0.004132,0.003025,0.005647,0.03518
1/3/2021,15:00,0.5,22.0,0.001664,0.0008235,0.001995,0.03525
1/3/2021,16:00,0.5,20.0,0.000309,2.66e-05,0.000316,0.03461
1/4/2021,08:00,3.9,11.0,4.26e-05,5.855e-13,4.26e-05,0.03443
1/4/2021,09:00,3.4000000000000004,15.0,0.0002683,1.753e-05,0.0002727,0.03456
1/4/2021,10:00,3.3000000000000003,19.0,0.001525,0.0007206,0.001809,0.03523
1/4/2021,11:00,3.2,22.0,0.00399,0.002884,0.005422,0.03519
1/4/2021,12:00,2.5,24.0,0.005899,0.004899,0.008597,0.03497
1/4/2021,13:00,1.9,25.0,0.005986,0.004997,0.008749,0.03496
1/4/2021,14:00,1.3,25.0,0.004199,0.003092,0.005755,0.03517
1/4/2021,15:00,0.5,24.0,0.001706,0.0008555,0.002052,0.03525
1/4/2021,16:00,0.2,23.0,0.0003193,2.914e-05,0.000327,0.03462
1/5/2021,08:00,3.4000000000000004,12.0,4.252e-05,5.656e-13,4.252e-05,0.03443
1/5/2021,09:00,3.2,16.0,0.000269,1.766e-05,0.0002734,0.03456
1/5/2021,10:00,2.6,19.0,0.001535,0.0007278,0.001822,0.03523
1/5/2021,11:00,2.2,22.0,0.004022,0.002915,0.005473,0.03518
1/5/2021,12:00,1.5,23.0,0.005955,0.004962,0.008695,0.03495
1/5/2021,13:00,1.1,24.0,0.006058,0.005077,0.008876,0.03494
1/5/2021,14:00,0.9,24.0,0.00427,0.003164,0.005869,0.03516
1/5/2021,15:00,0.7000000000000001,22.0,0.001751,0.0008896,0.002113,0.03525
1/5/2021,16:00,0.7000000000000001,20.0,0.0003303,3.196e-05,0.0003388,0.03463
1/6/2021,08:00,2.2,12.0,4.249e-05,5.594e-13,4.249e-05,0.03443
1/6/2021,09:00,2.5,16.0,0.00027,1.787e-05,0.0002745,0.03456
1/6/2021,10:00,1.7000000000000002,19.0,0.001547,0.0007364,0.001838,0.03523
1/6/2021,11:00,1.0,21.0,0.004058,0.002951,0.005529,0.03518
1/6/2021,12:00,0.9,22.0,0.006016,0.00503,0.008801,0.03494
1/6/2021,13:00,1.2000000000000002,22.0,0.006135,0.005164,0.00901,0.03492
1/6/2021,14:00,1.4,22.0,0.004344,0.00324,0.005989,0.03515
1/6/2021,15:00,1.1,20.0,0.001798,0.0009257,0.002177,0.03525
1/6/2021,16:00,0.9,17.0,0.0003419,3.508e-05,0.0003514,0.03464
1/7/2021,08:00,1.8,11.0,4.252e-05,5.664e-13,4.252e-05,0.03443
1/7/2021,09:00,1.9,14.0,0.0002714,1.815e-05,0.000276,0.03457
1/7/2021,10:00,1.5,17.0,0.00156,0.0007464,0.001856,0.03522
1/7/2021,11:00,1.6,19.0,0.004097,0.00299,0.005592,0.03516
1/7/2021,12:00,2.0,20.0,0.006081,0.005103,0.008915,0.03492
1/7/2021,13:00,2.2,21.0,0.006216,0.005255,0.009153,0.0349
1/7/2021,14:00,2.2,20.0,0.004422,0.00332,0.006115,0.03513
1/7/2021,15:00,1.6,19.0,0.001847,0.0009641,0.002245,0.03525
1/7/2021,16:00,1.0,16.0,0.0003544,3.853e-05,0.0003649,0.03465
1/8/2021,08:00,2.4000000000000004,9.0,4.26e-05,5.872e-13,4.26e-05,0.03443
1/8/2021,09:00,3.5,12.0,0.0002732,1.852e-05,0.0002778,0.03457
1/8/2021,10:00,3.8,15.0,0.001576,0.0007579,0.001877,0.03522
1/8/2021,11:00,3.4000000000000004,16.0,0.00414,0.003033,0.00566,0.03515
1/8/2021,12:00,3.1,17.0,0.00615,0.005181,0.009037,0.03491
1/8/2021,13:00,2.8000000000000003,18.0,0.006302,0.005352,0.009304,0.03489
1/8/2021,14:00,2.5,18.0,0.004504,0.003404,0.006248,0.03512
1/8/2021,15:00,1.6,16.0,0.001899,0.001005,0.002316,0.03525
1/8/2021,16:00,1.1,13.0,0.0003677,4.234e-05,0.0003793,0.03466
1/9/2021,08:00,3.5,7.0,4.274e-05,6.233e-13,4.274e-05,0.03443
1/9/2021,09:00,3.0,11.0,0.0002753,1.897e-05,0.0002801,0.03457
1/9/2021,10:00,2.0,14.0,0.001593,0.0007709,0.0019,0.03522
1/9/2021,11:00,0.7000000000000001,17.0,0.004186,0.00308,0.005734,0.03514
1/9/2021,12:00,0.5,18.0,0.006224,0.005264,0.009167,0.03489
1/9/2021,13:00,1.1,19.0,0.006392,0.005454,0.009464,0.03487
1/9/2021,14:00,1.5,19.0,0.00459,0.003492,0.006388,0.0351
1/9/2021,15:00,1.4,17.0,0.001954,0.001048,0.002392,0.03524
1/9/2021,16:00,1.2000000000000002,14.0,0.0003819,4.654e-05,0.0003948,0.03468
1/10/2021,08:00,3.0,9.0,4.293e-05,6.774e-13,4.293e-05,0.03443
1/10/2021,09:00,2.6,12.0,0.0002779,1.95e-05,0.0002828,0.03457
1/10/2021,10:00,1.8,15.0,0.001613,0.0007854,0.001927,0.03521
1/10/2021,11:00,1.2000000000000002,17.0,0.004236,0.00313,0.005815,0.03513
1/10/2021,12:00,1.1,18.0,0.006303,0.005353,0.009306,0.03487
1/10/2021,13:00,1.2000000000000002,19.0,0.006487,0.005562,0.009632,0.03484
1/10/2021,14:00,1.5,19.0,0.004679,0.003585,0.006535,0.03508
1/10/2021,15:00,1.2000000000000002,17.0,0.002011,0.001093,0.002471,0.03524
1/10/2021,16:00,1.0,14.0,0.0003969,5.118e-05,0.0004113,0.03469
1/11/2021,08:00,1.4,9.0,4.317e-05,7.535e-13,4.317e-05,0.03443
1/11/2021,09:00,1.5,12.0,0.0002808,2.013e-05,0.0002859,0.03457
1/11/2021,10:00,0.8,14.0,0.001634,0.0008015,0.001956,0.03521
1/11/2021,11:00,0.4,17.0,0.00429,0.003185,0.005902,0.03512
1/11/2021,12:00,0.7000000000000001,18.0,0.006386,0.005447,0.009453,0.03485
1/11/2021,13:00,1.1,19.0,0.006586,0.005675,0.009809,0.03482
1/11/2021,14:00,1.5,19.0,0.004773,0.003683,0.006689,0.03506
1/11/2021,15:00,1.3,17.0,0.002071,0.001142,0.002554,0.03523
1/11/2021,16:00,1.1,14.0,0.000413,5.628e-05,0.000429,0.0347
1/12/2021,08:00,3.9,9.0,4.347e-05,8.576e-13,4.347e-05,0.03443
1/12/2021,09:00,4.1000000000000005,11.0,0.0002842,2.087e-05,0.0002895,0.03457
1/12/2021,10:00,3.7,13.0,0.001658,0.0008193,0.001987,0.0352
1/12/2021,11:00,3.2,15.0,0.004348,0.003244,0.005995,0.0351
1/12/2021,12:00,2.5,16.0,0.006474,0.005547,0.009609,0.03483
1/12/2021,13:00,1.8,17.0,0.00669,0.005794,0.009995,0.0348
1/12/2021,14:00,1.4,17.0,0.00487,0.003785,0.006849,0.03504
1/12/2021,15:00,0.9,16.0,0.002134,0.001192,0.002642,0.03523
1/12/2021,16:00,0.7000000000000001,13.0,0.0004301,6.189e-05,0.0004478,0.03471
1/13/2021,08:00,3.2,6.0,4.382e-05,9.982e-13,4.382e-05,0.03443
1/13/2021,09:00,3.2,10.0,0.000288,2.171e-05,0.0002936,0.03458
1/13/2021,10:00,3.0,15.0,0.001684,0.0008388,0.002022,0.0352
1/13/2021,11:00,2.5,18.0,0.00441,0.003307,0.006095,0.03509
1/13/2021,12:00,1.7000000000000002,19.0,0.006566,0.005652,0.009774,0.03481
1/13/2021,13:00,1.1,20.0,0.006798,0.005918,0.01019,0.03477
1/13/2021,14:00,0.9,20.0,0.004971,0.003891,0.007017,0.03502
1/13/2021,15:00,0.9,18.0,0.002199,0.001246,0.002734,0.03522
1/13/2021,16:00,1.1,15.0,0.0004483,6.804e-05,0.000468,0.03472
1/13/2021,17:00,1.4,12.0,6.389e-05,9.654e-10,6.389e-05,0.03443
1/14/2021,08:00,4.3,9.0,4.422e-05,1.187e-12,4.422e-05,0.03443
1/14/2021,09:00,3.6,13.0,0.0002923,2.267e-05,0.0002981,0.03458
1/14/2021,10:00,3.2,17.0,0.001712,0.00086,0.00206,0.03519
1/14/2021,11:00,3.0,21.0,0.004475,0.003374,0.006201,0.03507
1/14/2021,12:00,2.7,22.0,0.006663,0.005763,0.009947,0.03479
1/14/2021,13:00,2.2,22.0,0.006911,0.006049,0.01039,0.03475
1/14/2021,14:00,1.4,21.0,0.005076,0.004003,0.007193,0.035
1/14/2021,15:00,0.9,19.0,0.002267,0.001302,0.00283,0.03521
1/14/2021,16:00,0.8,17.0,0.0004676,7.479e-05,0.0004895,0.03474
1/15/2021,08:00,1.8,12.0,4.467e-05,1.443e-12,4.467e-05,0.03443
1/15/2021,09:00,2.0,15.0,0.000297,2.375e-05,0.0003032,0.03458
1/15/2021,10:00,1.7000000000000002,16.0,0.001742,0.0008832,0.002102,0.03518
