Date (MM/DD/YYYY),Time (HH:MM),Wspd,Dry-bulb,DHI,DNI,GHI,ALB
1/1/2021,08:00,4.0,12.0,0.03407,0.006109,0.03454,0.0223
1/1/2021,09:00,3.9,16.0,0.1108,0.1842,0.157,0.02388
1/1/2021,10:00,4.0,20.0,0.152,0.3481,0.2888,0.02383
1/1/2021,11:00,4.2,23.0,0.1727,0.4394,0.3899,0.02329
1/1/2021,12:00,4.1000000000000005,25.0,0.1816,0.4798,0.4442,0.0229
1/1/2021,13:00,3.8,26.0,0.1818,0.4805,0.4452,0.02289
1/1/2021,14:00,2.8000000000000003,26.0,0.1732,0.4418,0.3929,0.02327
1/1/2021,15:00,1.7000000000000002,23.0,0.1531,0.3529,0.2934,0.02381
1/1/2021,16:00,1.5,19.0,0.113,0.192,0.1623,0.0239
1/2/2021,08:00,4.1000000000000005,13.0,0.03386,0.005965,0.03431,0.0223
1/2/2021,09:00,4.6000000000000005,17.0,0.1108,0.184,0.1569,0.02387
1/2/2021,10:00,4.9,20.0,0.152,0.3484,0.2891,0.02382
1/2/2021,11:00,4.6000000000000005,23.0,0.1728,0.44,0.3906,0.02328
1/2/2021,12:00,4.1000000000000005,24.0,0.1818,0.4806,0.4453,0.02288
1/2/2021,13:00,3.6,25.0,0.182,0.4816,0.4468,0.02287
1/2/2021,14:00,2.8000000000000003,25.0,0.1736,0.4434,0.3949,0.02325
1/2/2021,15:00,1.7000000000000002,23.0,0.1536,0.355,0.2956,0.02379
1/2/2021,16:00,1.4,19.0,0.1138,0.195,0.1643,0.0239
1/3/2021,08:00,3.2,13.0,0.03369,0.005854,0.03413,0.0223
1/3/2021,09:00,3.5,17.0,0.1108,0.184,0.1569,0.02386
1/3/2021,10:00,3.2,20.0,0.1521,0.3488,0.2894,0.02381
1/3/2021,11:00,2.5,22.0,0.173,0.4406,0.3914,0.02326
1/3/2021,12:00,1.3,23.0,0.182,0.4815,0.4466,0.02287
1/3/2021,13:00,0.6000000000000001,24.0,0.1823,0.4828,0.4485,0.02285
1/3/2021,14:00,0.6000000000000001,24.0,0.1739,0.4449,0.3969,0.02323
1/3/2021,15:00,0.5,22.0,0.1541,0.3573,0.2978,0.02377
1/3/2021,16:00,0.5,20.0,0.1147,0.1981,0.1665,0.0239
1/4/2021,08:00,3.9,11.0,0.03357,0.005776,0.034,0.0223
1/4/2021,09:00,3.4000000000000004,15.0,0.1108,0.1841,0.1569,0.02385
1/4/2021,10:00,3.3000000000000003,19.0,0.1522,0.3493,0.2899,0.0238
1/4/2021,11:00,3.2,22.0,0.1731,0.4414,0.3924,0.02325
1/4/2021,12:00,2.5,24.0,0.1822,0.4825,0.448,0.02285
1/4/2021,13:00,1.9,25.0,0.1826,0.4841,0.4503,0.02283
1/4/2021,14:00,1.3,25.0,0.1743,0.4466,0.399,0.0232
1/4/2021,15:00,0.5,24.0,0.1546,0.3596,0.3001,0.02375
1/4/2021,16:00,0.2,23.0,0.1155,0.2013,0.1687,0.0239
1/5/2021,08:00,3.4000000000000004,12.0,0.03349,0.00573,0.03392,0.02229
1/5/2021,09:00,3.2,16.0,0.1109,0.1844,0.1571,0.02384
1/5/2021,10:00,2.6,19.0,0.1524,0.3499,0.2905,0.02379
1/5/2021,11:00,2.2,22.0,0.1733,0.4422,0.3934,0.02324
1/5/2021,12:00,1.5,23.0,0.1824,0.4835,0.4495,0.02283
1/5/2021,13:00,1.1,24.0,0.1828,0.4854,0.4522,0.02281
1/5/2021,14:00,0.9,24.0,0.1747,0.4483,0.4013,0.02318
1/5/2021,15:00,0.7000000000000001,22.0,0.1552,0.362,0.3025,0.02373
1/5/2021,16:00,0.7000000000000001,20.0,0.1164,0.2045,0.1709,0.02389
1/6/2021,08:00,2.2,12.0,0.03347,0.005715,0.0339,0.02229
1/6/2021,09:00,2.5,16.0,0.111,0.1847,0.1574,0.02383
