,GHI,DHI,DNI,Alb,DryBulb,Wspd,zenith,azimuth,elevation,trackingdata_surface_tilt,trackingdata_surface_azimuth,C,D
2021-01-01 08:00:00-07:00,146.0,39.0,0.0,0.16,12.0,4.0,1.4033167473783892,2.195910279989229,0.16747957941650746,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-01 09:00:00-07:00,329.0,56.0,0.0,0.16,16.0,3.9,1.2382539175996592,2.377277998022484,0.3325424091952373,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-01 10:00:00-07:00,479.0,65.0,0.0,0.16,20.0,4.0,1.1047550205862229,2.595262319717181,0.4660413062086736,45.927785440706394,90.0,0.04076815278700535,0.8044355387228596
2021-01-01 11:00:00-07:00,569.0,81.0,0.0,0.16,23.0,4.2,1.0156775072547024,2.852173226562447,0.5551188195401943,24.711385586217734,90.0,0.1909761996848357,0.5915748772698846
2021-01-01 12:00:00-07:00,602.0,83.0,0.0,0.16,25.0,4.1000000000000005,0.9833614663551927,3.1363047672523083,0.5874348604397038,0.45500818143272054,90.0,0.39602934629088626,0.5000315326789103
2021-01-01 13:00:00-07:00,569.0,81.0,0.0,0.16,26.0,3.8,1.0133140742732907,3.4210256408281032,0.5574822525216059,23.864400605550554,269.9999987925817,0.1977132708639736,0.5854944959915268
2021-01-01 14:00:00-07:00,477.0,71.0,0.0,0.16,26.0,2.8000000000000003,1.1004113346867044,3.679338365219513,0.47038499210819235,45.21055805087152,270.0,0.04514971531381906,0.795496556550257
2021-01-01 15:00:00-07:00,329.0,60.0,0.0,0.16,23.0,1.7000000000000002,1.2324512131055487,3.898885606625981,0.338345113689348,50.0,270.0,0.016977778440511015,0.8572123903134606
2021-01-01 16:00:00-07:00,147.0,42.0,0.0,0.16,19.0,1.5,1.3965105489741407,4.081586933725099,0.17428577782075574,50.0,270.0,0.016977778440511015,0.8572123903134606
2021-01-02 08:00:00-07:00,142.0,41.0,0.0,0.16,13.0,4.1000000000000005,1.403612503268954,2.1934418997983958,0.16718382352594258,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-02 09:00:00-07:00,325.0,59.0,0.0,0.16,17.0,4.6000000000000005,1.2381840329447487,2.374682018828354,0.332612293850148,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-02 10:00:00-07:00,475.0,69.0,0.0,0.16,20.0,4.9,1.104223569366175,2.5925760203341546,0.46657275742872156,46.01600078447348,90.0,0.04023311649577377,0.8055425440427426
2021-01-02 11:00:00-07:00,568.0,82.0,0.0,0.16,23.0,4.6000000000000005,1.0146105359819377,2.8495633976799897,0.5561857908129589,24.84966091175912,90.0,0.18988063116472192,0.5925864209958849
2021-01-02 12:00:00-07:00,603.0,84.0,0.0,0.16,24.0,4.1000000000000005,0.981760581893162,3.1340540510377357,0.5890357449017346,0.6464135617295861,90.0,0.3943590971775338,0.5000636415944313
2021-01-02 13:00:00-07:00,571.0,83.0,0.0,0.16,25.0,3.6,1.0112838271402642,3.419374256544587,0.5595124996546322,23.64700390975267,270.0,0.19944967150903858,0.5839660142938637
2021-01-02 14:00:00-07:00,476.0,76.0,0.0,0.16,25.0,2.8000000000000003,1.0981105513722413,3.678331855492348,0.4726857754226551,44.99927968341944,270.0,0.04645105427111873,0.7928843291964276
2021-01-02 15:00:00-07:00,329.0,65.0,0.0,0.16,23.0,1.7000000000000002,1.230019005762403,3.8984155455149456,0.34077732103249353,50.0,270.0,0.016977778440511015,0.8572123903134606
2021-01-02 16:00:00-07:00,148.0,45.0,0.0,0.16,19.0,1.4,1.3940364190456807,4.081513411085647,0.1767599077492158,50.0,270.0,0.016977778440511015,0.8572123903134606
2021-01-03 08:00:00-07:00,138.0,40.0,0.0,0.16,13.0,3.2,1.4038053588399797,2.1908906466692124,0.1669909679549168,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-03 09:00:00-07:00,316.0,59.0,0.0,0.16,17.0,3.5,1.2380014371026031,2.372016279426587,0.33279488969229326,50.0,90.0,0.016977778440511015,0.8572123903134606
2021-01-03 10:00:00-07:00,463.0,69.0,0.0,0.16,20.0,3.2,1.103569985544117,2.5898398389770962,0.4672263412507795,46.0971028111674,90.0,0.03974197572000521,0.806561737594832
2021-01-03 11:00:00-07:00,557.0,76.0,0.0,0.16,22.0,2.5,1.0134150529878223,2.8469338998279903,0.5573812738070743,24.981898300404527,90.0,0.188834046512297,0.5935587386098772
2021-01-03 12:00:00-07:00,377.0,258.0,0.0,0.16,23.0,1.3,0.9800313279156916,3.13182286475352,0.5907649988792051,0.8345744451954923,90.00002668640218,0.39271722157727246,0.5001060833499477
