gid,latitude,longitude,elevation,timezone,country,state,county
422604,37.25,-107.58,2193,-7,United States,Colorado,La Plata
422605,37.21,-107.58,2116,-7,United States,Colorado,La Plata
422606,37.17,-107.58,2040,-7,United States,Colorado,La Plata
422607,37.13,-107.58,2026,-7,United States,Colorado,La Plata
422608,37.09,-107.58,1991,-7,United States,Colorado,La Plata
422609,37.05,-107.58,1952,-7,United States,Colorado,La Plata
422610,37.01,-107.58,1929,-7,United States,Colorado,La Plata
423411,40.97,-107.54,1999,-7,United States,Colorado,Moffat
423412,40.93,-107.54,2019,-7,United States,Colorado,Moffat
423413,40.89,-107.54,2039,-7,United States,Colorado,Moffat
423414,40.85,-107.54,2056,-7,United States,Colorado,Moffat
423415,40.81,-107.54,2077,-7,United States,Colorado,Moffat
423416,40.77,-107.54,2046,-7,United States,Colorado,Moffat
423417,40.73,-107.54,2022,-7,United States,Colorado,Moffat
423418,40.69,-107.54,2043,-7,United States,Colorado,Moffat
423419,40.65,-107.54,2040,-7,United States,Colorado,Moffat
423420,40.61,-107.54,2014,-7,United States,Colorado,Moffat
423421,40.57,-107.54,1983,-7,United States,Colorado,Moffat
423422,40.53,-107.54,1937,-7,United States,Colorado,Moffat
423423,40.49,-107.54,1906,-7,United States,Colorado,Moffat
423424,40.45,-107.54,1970,-7,United States,Colorado,Moffat
423425,40.41,-107.54,2199,-7,United States,Colorado,Moffat
423426,40.37,-107.54,2109,-7,United States,Colorado,Moffat
423427,40.33,-107.54,2209,-7,United States,Colorado,Moffat
423428,40.29,-107.54,2383,-7,United States,Colorado,Moffat
423429,40.25,-107.54,2362,-7,United States,Colorado,Moffat
423430,40.21,-107.54,2529,-7,United States,Colorado,Rio Blanco
423431,40.17,-107.54,2661,-7,United States,Colorado,Rio Blanco
423432,40.13,-107.54,2865,-7,United States,Colorado,Rio Blanco
423433,40.09,-107.54,2921,-7,United States,Colorado,Rio Blanco
423434,40.05,-107.54,2460,-7,United States,Colorado,Rio Blanco
423435,40.01,-107.54,2452,-7,United States,Colorado,Rio Blanco
423436,39.97,-107.54,2646,-7,United States,Colorado,Rio Blanco
423437,39.93,-107.54,2371,-7,United States,Colorado,Rio Blanco
423438,39.89,-107.54,2537,-7,United States,Colorado,Rio Blanco
423439,39.85,-107.54,2756,-7,United States,Colorado,Rio Blanco
423440,39.81,-107.54,2982,-7,United States,Colorado,Garfield
423441,39.77,-107.54,2886,-7,United States,Colorado,Garfield
423442,39.73,-107.54,2623,-7,United States,Colorado,Garfield
423443,39.69,-107.54,2341,-7,United States,Colorado,Garfield
423444,39.65,-107.54,2025,-7,United States,Colorado,Garfield
423445,39.61,-107.54,1885,-7,United States,Colorado,Garfield
423446,39.57,-107.54,1821,-7,United States,Colorado,Garfield
423447,39.53,-107.54,1850,-7,United States,Colorado,Garfield
423448,39.49,-107.54,2044,-7,United States,Colorado,Garfield
423449,39.45,-107.54,2149,-7,United States,Colorado,Garfield
423450,39.41,-107.54,2539,-7,United States,Colorado,Garfield
423451,39.37,-107.54,2634,-7,United States,Colorado,Garfield
423452,39.33,-107.54,2444,-7,United States,Colorado,Mesa
423453,39.29,-107.54,2451,-7,United States,Colorado,Mesa
423454,39.25,-107.54,2762,-7,United States,Colorado,Mesa
423455,39.21,-107.54,2948,-7,United States,Colorado,Mesa
423456,39.17,-107.54,3100,-7,United States,Colorado,Delta
423457,39.13,-107.54,2761,-7,United States,Colorado,Delta
423458,39.09,-107.54,2929,-7,United States,Colorado,Delta
423459,39.05,-107.54,2619,-7,United States,Colorado,Delta
423460,39.01,-107.54,2517,-7,United States,Colorado,Delta
423461,38.97,-107.54,2376,-7,United States,Colorado,Delta
423462,38.93,-107.54,2216,-7,United States,Colorado,Delta
423463,38.89,-107.54,1947,-7,United States,Colorado,Delta
423464,38.85,-107.54,1907,-7,United States,Colorado,Delta
423465,38.81,-107.54,2113,-7,United States,Colorado,Delta
423466,38.77,-107.54,2445,-7,United States,Colorado,Delta
423467,38.73,-107.54,2134,-7,United States,Colorado,Delta
423468,38.69,-107.54,2196,-7,United States,Colorado,Delta
423469,38.65,-107.54,2139,-7,United States,Colorado,Montrose
423470,38.61,-107.54,2242,-7,United States,Colorado,Montrose
423471,38.57,-107.54,2334,-7,United States,Colorado,Montrose
423472,38.53,-107.54,2473,-7,United States,Colorado,Montrose
423473,38.49,-107.54,2624,-7,United States,Colorado,Montrose
423474,38.45,-107.54,2311,-7,United States,Colorado,Montrose
423475,38.41,-107.54,2462,-7,United States,Colorado,Montrose
423476,38.37,-107.54,2383,-7,United States,Colorado,Montrose
423477,38.33,-107.54,2495,-7,United States,Colorado,Montrose
423478,38.29,-107.54,2608,-7,United States,Colorado,Gunnison
423479,38.25,-107.54,2798,-7,United States,Colorado,Gunnison
423480,38.21,-107.54,2936,-7,United States,Colorado,Gunnison
423481,38.17,-107.54,3078,-7,United States,Colorado,Gunnison
423482,38.13,-107.54,3403,-7,United States,Colorado,Hinsdale
423483,38.09,-107.54,3591,-7,United States,Colorado,Hinsdale
423484,38.05,-107.54,3471,-7,United States,Colorado,Ouray
423485,38.01,-107.54,3718,-7,United States,Colorado,Ouray
423486,37.97,-107.54,3688,-7,United States,Colorado,Hinsdale
423487,37.93,-107.54,3779,-7,United States,Colorado,San Juan
423488,37.89,-107.54,3554,-7,United States,Colorado,San Juan
423489,37.85,-107.54,3385,-7,United States,Colorado,San Juan
423490,37.81,-107.54,3770,-7,United States,Colorado,San Juan
423491,37.77,-107.54,3752,-7,United States,Colorado,San Juan
423492,37.73,-107.54,3707,-7,United States,Colorado,San Juan
423493,37.69,-107.54,3783,-7,United States,Colorado,San Juan
423494,37.65,-107.54,3628,-7,United States,Colorado,San Juan
423495,37.61,-107.54,3450,-7,United States,Colorado,La Plata
423496,37.57,-107.54,3356,-7,United States,Colorado,La Plata
423497,37.53,-107.54,3630,-7,United States,Colorado,La Plata
423498,37.49,-107.54,2606,-7,United States,Colorado,La Plata
423499,37.45,-107.54,2461,-7,United States,Colorado,La Plata
423500,37.41,-107.54,2434,-7,United States,Colorado,La Plata
423501,37.37,-107.54,2574,-7,United States,Colorado,La Plata
423502,37.33,-107.54,2502,-7,United States,Colorado,La Plata
423503,37.29,-107.54,2308,-7,United States,Colorado,La Plata
423504,37.25,-107.54,2184,-7,United States,Colorado,La Plata
423505,37.21,-107.54,2135,-7,United States,Colorado,La Plata
423506,37.17,-107.54,2079,-7,United States,Colorado,La Plata
423507,37.13,-107.54,2013,-7,United States,Colorado,La Plata
423508,37.09,-107.54,1970,-7,United States,Colorado,La Plata
423509,37.05,-107.54,1948,-7,United States,Colorado,La Plata
423510,37.01,-107.54,2000,-7,United States,Colorado,La Plata
424311,40.97,-107.5,2194,-7,United States,Colorado,Moffat
424312,40.93,-107.5,2404,-7,United States,Colorado,Moffat
424313,40.89,-107.5,2241,-7,United States,Colorado,Moffat
424314,40.85,-107.5,2341,-7,United States,Colorado,Moffat
424315,40.81,-107.5,2435,-7,United States,Colorado,Moffat
424316,40.77,-107.5,2334,-7,United States,Colorado,Moffat
424317,40.73,-107.5,2348,-7,United States,Colorado,Moffat
424318,40.69,-107.5,1981,-7,United States,Colorado,Moffat
424319,40.65,-107.5,1982,-7,United States,Colorado,Moffat
424320,40.61,-107.5,1958,-7,United States,Colorado,Moffat
424321,40.57,-107.5,1954,-7,United States,Colorado,Moffat
424322,40.53,-107.5,1966,-7,United States,Colorado,Moffat
424323,40.49,-107.5,1942,-7,United States,Colorado,Moffat
424324,40.45,-107.5,2091,-7,United States,Colorado,Moffat
424325,40.41,-107.5,2226,-7,United States,Colorado,Moffat
424326,40.37,-107.5,2062,-7,United States,Colorado,Moffat
424327,40.33,-107.5,2297,-7,United States,Colorado,Moffat
424328,40.29,-107.5,2387,-7,United States,Colorado,Moffat
424329,40.25,-107.5,2451,-7,United States,Colorado,Moffat
424330,40.21,-107.5,2494,-7,United States,Colorado,Rio Blanco
424331,40.17,-107.5,2763,-7,United States,Colorado,Rio Blanco
424332,40.13,-107.5,2841,-7,United States,Colorado,Rio Blanco
424333,40.09,-107.5,2732,-7,United States,Colorado,Rio Blanco
424334,40.05,-107.5,2406,-7,United States,Colorado,Rio Blanco
424335,40.01,-107.5,2667,-7,United States,Colorado,Rio Blanco
424336,39.97,-107.5,2917,-7,United States,Colorado,Rio Blanco
424337,39.93,-107.5,3204,-7,United States,Colorado,Rio Blanco
424338,39.89,-107.5,3167,-7,United States,Colorado,Rio Blanco
424339,39.85,-107.5,2840,-7,United States,Colorado,Rio Blanco
424340,39.81,-107.5,3079,-7,United States,Colorado,Garfield
424341,39.77,-107.5,3061,-7,United States,Colorado,Garfield
424342,39.73,-107.5,3004,-7,United States,Colorado,Garfield
424343,39.69,-107.5,2952,-7,United States,Colorado,Garfield
424344,39.65,-107.5,2640,-7,United States,Colorado,Garfield
424345,39.61,-107.5,2242,-7,United States,Colorado,Garfield
424346,39.57,-107.5,1814,-7,United States,Colorado,Garfield
424347,39.53,-107.5,2028,-7,United States,Colorado,Garfield
424348,39.49,-107.5,2081,-7,United States,Colorado,Garfield
424349,39.45,-107.5,2406,-7,United States,Colorado,Garfield
424350,39.41,-107.5,2535,-7,United States,Colorado,Garfield
424351,39.37,-107.5,2739,-7,United States,Colorado,Garfield
424352,39.33,-107.5,2887,-7,United States,Colorado,Mesa
424353,39.29,-107.5,2721,-7,United States,Colorado,Mesa
424354,39.25,-107.5,2599,-7,United States,Colorado,Mesa
424355,39.21,-107.5,2808,-7,United States,Colorado,Gunnison
424356,39.17,-107.5,2694,-7,United States,Colorado,Gunnison
424357,39.13,-107.5,2492,-7,United States,Colorado,Gunnison
424358,39.09,-107.5,2483,-7,United States,Colorado,Delta
424359,39.05,-107.5,2504,-7,United States,Colorado,Delta
424360,39.01,-107.5,2618,-7,United States,Colorado,Delta
424361,38.97,-107.5,2458,-7,United States,Colorado,Delta
424362,38.93,-107.5,2094,-7,United States,Colorado,Delta
424363,38.89,-107.5,2271,-7,United States,Colorado,Gunnison
424364,38.85,-107.5,2174,-7,United States,Colorado,Gunnison
424365,38.81,-107.5,2339,-7,United States,Colorado,Gunnison
424366,38.77,-107.5,2839,-7,United States,Colorado,Gunnison
424367,38.73,-107.5,2427,-7,United States,Colorado,Gunnison
424368,38.69,-107.5,2618,-7,United States,Colorado,Gunnison
424369,38.65,-107.5,2804,-7,United States,Colorado,Gunnison
424370,38.61,-107.5,2809,-7,United States,Colorado,Montrose
424371,38.57,-107.5,2626,-7,United States,Colorado,Montrose
424372,38.53,-107.5,2663,-7,United States,Colorado,Montrose
424373,38.49,-107.5,2957,-7,United States,Colorado,Montrose
424374,38.45,-107.5,2493,-7,United States,Colorado,Montrose
424375,38.41,-107.5,2366,-7,United States,Colorado,Montrose
424376,38.37,-107.5,2422,-7,United States,Colorado,Montrose
424377,38.33,-107.5,2653,-7,United States,Colorado,Montrose
424378,38.29,-107.5,2886,-7,United States,Colorado,Gunnison
424379,38.25,-107.5,3186,-7,United States,Colorado,Gunnison
424380,38.21,-107.5,3292,-7,United States,Colorado,Gunnison
424381,38.17,-107.5,3203,-7,United States,Colorado,Gunnison
424382,38.13,-107.5,3587,-7,United States,Colorado,Hinsdale
424383,38.09,-107.5,3722,-7,United States,Colorado,Hinsdale
424384,38.05,-107.5,3716,-7,United States,Colorado,Hinsdale
424385,38.01,-107.5,3367,-7,United States,Colorado,Hinsdale
424386,37.97,-107.5,3593,-7,United States,Colorado,Hinsdale
424387,37.93,-107.5,3593,-7,United States,Colorado,Hinsdale
424388,37.89,-107.5,3791,-7,United States,Colorado,Hinsdale
424389,37.85,-107.5,3701,-7,United States,Colorado,Hinsdale
424390,37.81,-107.5,3633,-7,United States,Colorado,San Juan
424391,37.77,-107.5,3401,-7,United States,Colorado,San Juan
424392,37.73,-107.5,3586,-7,United States,Colorado,San Juan
424393,37.69,-107.5,3715,-7,United States,Colorado,San Juan
424394,37.65,-107.5,3708,-7,United States,Colorado,San Juan
424395,37.61,-107.5,3715,-7,United States,Colorado,La Plata
424396,37.57,-107.5,3743,-7,United States,Colorado,La Plata
424397,37.53,-107.5,3571,-7,United States,Colorado,La Plata
424398,37.49,-107.5,3043,-7,United States,Colorado,La Plata
424399,37.45,-107.5,2781,-7,United States,Colorado,La Plata
424400,37.41,-107.5,2703,-7,United States,Colorado,La Plata
424401,37.37,-107.5,2949,-7,United States,Colorado,La Plata
424402,37.33,-107.5,2589,-7,United States,Colorado,La Plata
424403,37.29,-107.5,2346,-7,United States,Colorado,La Plata
424404,37.25,-107.5,2381,-7,United States,Colorado,La Plata
424405,37.21,-107.5,2393,-7,United States,Colorado,La Plata
424406,37.17,-107.5,2379,-7,United States,Colorado,La Plata
424407,37.13,-107.5,2438,-7,United States,Colorado,La Plata
424408,37.09,-107.5,2191,-7,United States,Colorado,La Plata
424409,37.05,-107.5,1980,-7,United States,Colorado,La Plata
424410,37.01,-107.5,1886,-7,United States,Colorado,La Plata
425212,40.97,-107.46,2186,-7,United States,Colorado,Moffat
425213,40.93,-107.46,2526,-7,United States,Colorado,Moffat
425214,40.89,-107.46,2382,-7,United States,Colorado,Moffat
425215,40.85,-107.46,2501,-7,United States,Colorado,Moffat
425216,40.81,-107.46,2688,-7,United States,Colorado,Moffat
425217,40.77,-107.46,2578,-7,United States,Colorado,Moffat
425218,40.73,-107.46,2449,-7,United States,Colorado,Moffat
425219,40.69,-107.46,2034,-7,United States,Colorado,Moffat
425220,40.65,-107.46,1976,-7,United States,Colorado,Moffat
425221,40.61,-107.46,1984,-7,United States,Colorado,Moffat
425222,40.57,-107.46,2009,-7,United States,Colorado,Moffat
425223,40.53,-107.46,1937,-7,United States,Colorado,Moffat
425224,40.49,-107.46,1963,-7,United States,Colorado,Moffat
425225,40.45,-107.46,2120,-7,United States,Colorado,Moffat
425226,40.41,-107.46,2320,-7,United States,Colorado,Moffat
425227,40.37,-107.46,2106,-7,United States,Colorado,Moffat
425228,40.33,-107.46,2208,-7,United States,Colorado,Moffat
425229,40.29,-107.46,2238,-7,United States,Colorado,Moffat
425230,40.25,-107.46,2292,-7,United States,Colorado,Moffat
425231,40.21,-107.46,2343,-7,United States,Colorado,Rio Blanco
425232,40.17,-107.46,2527,-7,United States,Colorado,Rio Blanco
425233,40.13,-107.46,2606,-7,United States,Colorado,Rio Blanco
425234,40.09,-107.46,2692,-7,United States,Colorado,Rio Blanco
425235,40.05,-107.46,2541,-7,United States,Colorado,Rio Blanco
425236,40.01,-107.46,2641,-7,United States,Colorado,Rio Blanco
425237,39.97,-107.46,2991,-7,United States,Colorado,Rio Blanco
425238,39.93,-107.46,3223,-7,United States,Colorado,Rio Blanco
425239,39.89,-107.46,3010,-7,United States,Colorado,Rio Blanco
425240,39.85,-107.46,2752,-7,United States,Colorado,Rio Blanco
425241,39.81,-107.46,3223,-7,United States,Colorado,Garfield
425242,39.77,-107.46,3237,-7,United States,Colorado,Garfield
425243,39.73,-107.46,3204,-7,United States,Colorado,Garfield
425244,39.69,-107.46,3096,-7,United States,Colorado,Garfield
425245,39.65,-107.46,2471,-7,United States,Colorado,Garfield
425246,39.61,-107.46,2022,-7,United States,Colorado,Garfield
425247,39.57,-107.46,1875,-7,United States,Colorado,Garfield
425248,39.53,-107.46,2171,-7,United States,Colorado,Garfield
425249,39.49,-107.46,2183,-7,United States,Colorado,Garfield
425250,39.45,-107.46,2371,-7,United States,Colorado,Garfield
425251,39.41,-107.46,2749,-7,United States,Colorado,Garfield
425252,39.37,-107.46,2832,-7,United States,Colorado,Garfield
425253,39.33,-107.46,2930,-7,United States,Colorado,Mesa
425254,39.29,-107.46,2771,-7,United States,Colorado,Mesa
425255,39.25,-107.46,2752,-7,United States,Colorado,Mesa
425256,39.21,-107.46,2788,-7,United States,Colorado,Gunnison
425257,39.17,-107.46,2555,-7,United States,Colorado,Gunnison
425258,39.13,-107.46,2405,-7,United States,Colorado,Gunnison
425259,39.09,-107.46,2470,-7,United States,Colorado,Gunnison
425260,39.05,-107.46,2406,-7,United States,Colorado,Gunnison
425261,39.01,-107.46,2824,-7,United States,Colorado,Gunnison
425262,38.97,-107.46,2608,-7,United States,Colorado,Gunnison
425263,38.93,-107.46,2143,-7,United States,Colorado,Gunnison
425264,38.89,-107.46,2305,-7,United States,Colorado,Gunnison
425265,38.85,-107.46,2441,-7,United States,Colorado,Gunnison
425266,38.81,-107.46,2485,-7,United States,Colorado,Gunnison
425267,38.77,-107.46,2646,-7,United States,Colorado,Gunnison
425268,38.73,-107.46,2482,-7,United States,Colorado,Gunnison
425269,38.69,-107.46,2865,-7,United States,Colorado,Gunnison
425270,38.65,-107.46,3189,-7,United States,Colorado,Gunnison
425271,38.61,-107.46,2912,-7,United States,Colorado,Gunnison
425272,38.57,-107.46,2756,-7,United States,Colorado,Gunnison
425273,38.53,-107.46,2944,-7,United States,Colorado,Gunnison
425274,38.49,-107.46,2933,-7,United States,Colorado,Gunnison
425275,38.45,-107.46,2596,-7,United States,Colorado,Gunnison
425276,38.41,-107.46,2658,-7,United States,Colorado,Gunnison
425277,38.37,-107.46,2709,-7,United States,Colorado,Gunnison
425278,38.33,-107.46,2787,-7,United States,Colorado,Gunnison
425279,38.29,-107.46,2959,-7,United States,Colorado,Gunnison
425280,38.25,-107.46,3135,-7,United States,Colorado,Gunnison
425281,38.21,-107.46,3258,-7,United States,Colorado,Gunnison
425282,38.17,-107.46,3413,-7,United States,Colorado,Gunnison
425283,38.13,-107.46,3871,-7,United States,Colorado,Hinsdale
425284,38.09,-107.46,3830,-7,United States,Colorado,Hinsdale
425285,38.05,-107.46,3684,-7,United States,Colorado,Hinsdale
425286,38.01,-107.46,3310,-7,United States,Colorado,Hinsdale
425287,37.97,-107.46,3771,-7,United States,Colorado,Hinsdale
425288,37.93,-107.46,3551,-7,United States,Colorado,Hinsdale
425289,37.89,-107.46,3434,-7,United States,Colorado,Hinsdale
425290,37.85,-107.46,3798,-7,United States,Colorado,Hinsdale
425291,37.81,-107.46,3687,-7,United States,Colorado,Hinsdale
425292,37.77,-107.46,3473,-7,United States,Colorado,Hinsdale
425293,37.73,-107.46,3606,-7,United States,Colorado,Hinsdale
425294,37.69,-107.46,3546,-7,United States,Colorado,Hinsdale
425295,37.65,-107.46,3565,-7,United States,Colorado,Hinsdale
425296,37.61,-107.46,3664,-7,United States,Colorado,Hinsdale
425297,37.57,-107.46,3498,-7,United States,Colorado,Hinsdale
425298,37.53,-107.46,3332,-7,United States,Colorado,Hinsdale
425299,37.49,-107.46,2791,-7,United States,Colorado,Hinsdale
425300,37.45,-107.46,2983,-7,United States,Colorado,Hinsdale
425301,37.41,-107.46,3031,-7,United States,Colorado,Archuleta
425302,37.37,-107.46,2915,-7,United States,Colorado,Archuleta
425303,37.33,-107.46,2817,-7,United States,Colorado,Archuleta
425304,37.29,-107.46,2513,-7,United States,Colorado,Archuleta
425305,37.25,-107.46,2404,-7,United States,Colorado,Archuleta
425306,37.21,-107.46,2446,-7,United States,Colorado,Archuleta
425307,37.17,-107.46,2434,-7,United States,Colorado,Archuleta
425308,37.13,-107.46,2441,-7,United States,Colorado,Archuleta
425309,37.09,-107.46,2321,-7,United States,Colorado,Archuleta
425310,37.05,-107.46,2025,-7,United States,Colorado,Archuleta
425311,37.01,-107.46,1884,-7,United States,Colorado,Archuleta
426114,40.97,-107.42,2128,-7,United States,Colorado,Moffat
426115,40.93,-107.42,2375,-7,United States,Colorado,Moffat
426116,40.89,-107.42,2351,-7,United States,Colorado,Moffat
426117,40.85,-107.42,2603,-7,United States,Colorado,Moffat
426118,40.81,-107.42,2921,-7,United States,Colorado,Moffat
426119,40.77,-107.42,2897,-7,United States,Colorado,Moffat
426120,40.73,-107.42,2528,-7,United States,Colorado,Moffat
426121,40.69,-107.42,2115,-7,United States,Colorado,Moffat
426122,40.65,-107.42,2028,-7,United States,Colorado,Moffat
426123,40.61,-107.42,2037,-7,United States,Colorado,Moffat
426124,40.57,-107.42,2008,-7,United States,Colorado,Moffat
426125,40.53,-107.42,1931,-7,United States,Colorado,Routt
426126,40.49,-107.42,1977,-7,United States,Colorado,Routt
426127,40.45,-107.42,2024,-7,United States,Colorado,Routt
426128,40.41,-107.42,2216,-7,United States,Colorado,Routt
426129,40.37,-107.42,2226,-7,United States,Colorado,Routt
426130,40.33,-107.42,2066,-7,United States,Colorado,Routt
426131,40.29,-107.42,2147,-7,United States,Colorado,Routt
426132,40.25,-107.42,2321,-7,United States,Colorado,Routt
426133,40.21,-107.42,2543,-7,United States,Colorado,Rio Blanco
426134,40.17,-107.42,2558,-7,United States,Colorado,Rio Blanco
426135,40.13,-107.42,2759,-7,United States,Colorado,Rio Blanco
426136,40.09,-107.42,2924,-7,United States,Colorado,Rio Blanco
426137,40.05,-107.42,2816,-7,United States,Colorado,Rio Blanco
426138,40.01,-107.42,2681,-7,United States,Colorado,Rio Blanco
426139,39.97,-107.42,2823,-7,United States,Colorado,Rio Blanco
426140,39.93,-107.42,3252,-7,United States,Colorado,Rio Blanco
426141,39.89,-107.42,3089,-7,United States,Colorado,Garfield
426142,39.85,-107.42,2844,-7,United States,Colorado,Garfield
426143,39.81,-107.42,3084,-7,United States,Colorado,Garfield
426144,39.77,-107.42,3256,-7,United States,Colorado,Garfield
426145,39.73,-107.42,3287,-7,United States,Colorado,Garfield
426146,39.69,-107.42,3008,-7,United States,Colorado,Garfield
426147,39.65,-107.42,2816,-7,United States,Colorado,Garfield
426148,39.61,-107.42,2305,-7,United States,Colorado,Garfield
426149,39.57,-107.42,2055,-7,United States,Colorado,Garfield
426150,39.53,-107.42,2040,-7,United States,Colorado,Garfield
426151,39.49,-107.42,2303,-7,United States,Colorado,Garfield
426152,39.45,-107.42,2526,-7,United States,Colorado,Garfield
426153,39.41,-107.42,2878,-7,United States,Colorado,Garfield
426154,39.37,-107.42,2951,-7,United States,Colorado,Garfield
426155,39.33,-107.42,2942,-7,United States,Colorado,Pitkin
426156,39.29,-107.42,3032,-7,United States,Colorado,Mesa
426157,39.25,-107.42,3019,-7,United States,Colorado,Gunnison
426158,39.21,-107.42,2948,-7,United States,Colorado,Gunnison
426159,39.17,-107.42,2787,-7,United States,Colorado,Gunnison
426160,39.13,-107.42,2468,-7,United States,Colorado,Gunnison
426161,39.09,-107.42,2289,-7,United States,Colorado,Gunnison
426162,39.05,-107.42,2255,-7,United States,Colorado,Gunnison
426163,39.01,-107.42,2565,-7,United States,Colorado,Gunnison
426164,38.97,-107.42,2613,-7,United States,Colorado,Gunnison
426165,38.93,-107.42,2195,-7,United States,Colorado,Gunnison
426166,38.89,-107.42,2400,-7,United States,Colorado,Gunnison
426167,38.85,-107.42,2541,-7,United States,Colorado,Gunnison
426168,38.81,-107.42,2949,-7,United States,Colorado,Gunnison
426169,38.77,-107.42,2920,-7,United States,Colorado,Gunnison
426170,38.73,-107.42,2956,-7,United States,Colorado,Gunnison
426171,38.69,-107.42,2991,-7,United States,Colorado,Gunnison
426172,38.65,-107.42,3331,-7,United States,Colorado,Gunnison
426173,38.61,-107.42,3210,-7,United States,Colorado,Gunnison
426174,38.57,-107.42,3093,-7,United States,Colorado,Gunnison
426175,38.53,-107.42,2998,-7,United States,Colorado,Gunnison
426176,38.49,-107.42,2645,-7,United States,Colorado,Gunnison
426177,38.45,-107.42,2541,-7,United States,Colorado,Gunnison
426178,38.41,-107.42,2675,-7,United States,Colorado,Gunnison
426179,38.37,-107.42,2698,-7,United States,Colorado,Gunnison
426180,38.33,-107.42,2887,-7,United States,Colorado,Gunnison
426181,38.29,-107.42,2975,-7,United States,Colorado,Gunnison
426182,38.25,-107.42,3059,-7,United States,Colorado,Gunnison
426183,38.21,-107.42,3198,-7,United States,Colorado,Gunnison
426184,38.17,-107.42,3404,-7,United States,Colorado,Gunnison
426185,38.13,-107.42,3617,-7,United States,Colorado,Hinsdale
426186,38.09,-107.42,3715,-7,United States,Colorado,Hinsdale
426187,38.05,-107.42,3424,-7,United States,Colorado,Hinsdale
426188,38.01,-107.42,3351,-7,United States,Colorado,Hinsdale
426189,37.97,-107.42,3826,-7,United States,Colorado,Hinsdale
426190,37.93,-107.42,3889,-7,United States,Colorado,Hinsdale
426191,37.89,-107.42,3354,-7,United States,Colorado,Hinsdale
426192,37.85,-107.42,3806,-7,United States,Colorado,Hinsdale
426193,37.81,-107.42,3788,-7,United States,Colorado,Hinsdale
426194,37.77,-107.42,3324,-7,United States,Colorado,Hinsdale
426195,37.73,-107.42,3584,-7,United States,Colorado,Hinsdale
426196,37.69,-107.42,3477,-7,United States,Colorado,Hinsdale
426197,37.65,-107.42,3674,-7,United States,Colorado,Hinsdale
426198,37.61,-107.42,3569,-7,United States,Colorado,Hinsdale
426199,37.57,-107.42,3344,-7,United States,Colorado,Hinsdale
426200,37.53,-107.42,3272,-7,United States,Colorado,Hinsdale
426201,37.49,-107.42,3285,-7,United States,Colorado,Hinsdale
426202,37.45,-107.42,3179,-7,United States,Colorado,Hinsdale
426203,37.41,-107.42,2902,-7,United States,Colorado,Archuleta
426204,37.37,-107.42,2746,-7,United States,Colorado,Archuleta
426205,37.33,-107.42,2960,-7,United States,Colorado,Archuleta
426206,37.29,-107.42,2677,-7,United States,Colorado,Archuleta
426207,37.25,-107.42,2394,-7,United States,Colorado,Archuleta
426208,37.21,-107.42,2258,-7,United States,Colorado,Archuleta
426209,37.17,-107.42,2162,-7,United States,Colorado,Archuleta
426210,37.13,-107.42,2140,-7,United States,Colorado,Archuleta
426211,37.09,-107.42,1983,-7,United States,Colorado,Archuleta
426212,37.05,-107.42,1909,-7,United States,Colorado,Archuleta
426213,37.01,-107.42,1878,-7,United States,Colorado,Archuleta
427016,40.97,-107.38,2136,-7,United States,Colorado,Moffat
427017,40.93,-107.38,2157,-7,United States,Colorado,Moffat
427018,40.89,-107.38,2374,-7,United States,Colorado,Moffat
427019,40.85,-107.38,2708,-7,United States,Colorado,Moffat
427020,40.81,-107.38,3029,-7,United States,Colorado,Moffat
427021,40.77,-107.38,3078,-7,United States,Colorado,Moffat
427022,40.73,-107.38,2664,-7,United States,Colorado,Moffat
427023,40.69,-107.38,2144,-7,United States,Colorado,Moffat
427024,40.65,-107.38,2064,-7,United States,Colorado,Moffat
427025,40.61,-107.38,2012,-7,United States,Colorado,Moffat
427026,40.57,-107.38,1977,-7,United States,Colorado,Moffat
427027,40.53,-107.38,2008,-7,United States,Colorado,Routt
427028,40.49,-107.38,1951,-7,United States,Colorado,Routt
427029,40.45,-107.38,2046,-7,United States,Colorado,Routt
427030,40.41,-107.38,2115,-7,United States,Colorado,Routt
427031,40.37,-107.38,2367,-7,United States,Colorado,Routt
427032,40.33,-107.38,2124,-7,United States,Colorado,Routt
427033,40.29,-107.38,2302,-7,United States,Colorado,Routt
427034,40.25,-107.38,2572,-7,United States,Colorado,Routt
427035,40.21,-107.38,2625,-7,United States,Colorado,Rio Blanco
427036,40.17,-107.38,2790,-7,United States,Colorado,Rio Blanco
427037,40.13,-107.38,3023,-7,United States,Colorado,Rio Blanco
427038,40.09,-107.38,3096,-7,United States,Colorado,Rio Blanco
427039,40.05,-107.38,3019,-7,United States,Colorado,Rio Blanco
427040,40.01,-107.38,2917,-7,United States,Colorado,Rio Blanco
427041,39.97,-107.38,3165,-7,United States,Colorado,Rio Blanco
427042,39.93,-107.38,3182,-7,United States,Colorado,Rio Blanco
427043,39.89,-107.38,3244,-7,United States,Colorado,Garfield
427044,39.85,-107.38,3053,-7,United States,Colorado,Garfield
427045,39.81,-107.38,3032,-7,United States,Colorado,Garfield
427046,39.77,-107.38,3259,-7,United States,Colorado,Garfield
427047,39.73,-107.38,3190,-7,United States,Colorado,Garfield
427048,39.69,-107.38,3176,-7,United States,Colorado,Garfield
427049,39.65,-107.38,3061,-7,United States,Colorado,Garfield
