interpolation:linear
wavelength,value
280.0,4.182e-23
280.5,1.411e-21
281.0,7.653e-21
281.5,2.495e-19
282.0,4.855e-19
282.5,1.115e-18
283.0,3.425e-18
283.5,5.555e-18
284.0,9.076e-17
284.5,2.665e-16
285.0,7.929e-16
285.5,3.109e-15
286.0,1.204e-14
286.5,5.133e-14
287.0,1.443e-13
287.5,5.472e-13
288.0,1.677e-12
288.5,4.762e-12
289.0,1.226e-11
289.5,3.634e-11
290.0,1.003e-10
290.5,2.044e-10
291.0,4.397e-10
291.5,1.267e-09
292.0,2.601e-09
292.5,3.615e-09
293.0,7.668e-09
293.5,1.841e-08
294.0,2.87e-08
294.5,3.456e-08
295.0,5.806e-08
295.5,9.786e-08
296.0,1.828e-07
296.5,2.47e-07
297.0,3.242e-07
297.5,8.288e-07
298.0,1.249e-06
298.5,1.211e-06
299.0,2.571e-06
299.5,3.978e-06
300.0,4.193e-06
300.5,5.805e-06
301.0,9.728e-06
301.5,1.44e-05
302.0,1.184e-05
302.5,2.256e-05
303.0,3.887e-05
303.5,4.811e-05
304.0,4.572e-05
304.5,7.068e-05
305.0,0.0001137
305.5,0.0001358
306.0,0.0001336
306.5,0.0001714
307.0,0.0002729
307.5,0.0003904
308.0,0.0004172
308.5,0.0005119
309.0,0.0005411
309.5,0.0007617
310.0,0.0008423
310.5,0.001431
311.0,0.001943
311.5,0.001941
312.0,0.002306
312.5,0.003148
313.0,0.003626
313.5,0.003327
314.0,0.004778
314.5,0.005101
315.0,0.006926
315.5,0.005289
316.0,0.005373
316.5,0.008796
317.0,0.01089
317.5,0.01091
318.0,0.009307
318.5,0.01374
319.0,0.01779
319.5,0.01259
320.0,0.01488
320.5,0.02224
321.0,0.02325
321.5,0.02265
322.0,0.0203
322.5,0.01781
323.0,0.01984
323.5,0.02925
324.0,0.03487
324.5,0.03349
325.0,0.02543
325.5,0.03583
326.0,0.04879
326.5,0.05233
327.0,0.05083
327.5,0.04751
328.0,0.0385
328.5,0.0453
329.0,0.05917
329.5,0.06894
330.0,0.06807
330.5,0.05092
331.0,0.05068
331.5,0.05416
332.0,0.06285
332.5,0.0642
333.0,0.06282
333.5,0.05392
334.0,0.05475
334.5,0.06708
335.0,0.06524
335.5,0.07756
336.0,0.05367
336.5,0.06069
337.0,0.04855
337.5,0.05982
338.0,0.06136
338.5,0.07254
339.0,0.07205
339.5,0.06916
340.0,0.07944
340.5,0.07197
341.0,0.07159
341.5,0.06614
342.0,0.07919
342.5,0.07424
343.0,0.08133
343.5,0.07639
344.0,0.05534
344.5,0.05678
345.0,0.07569
345.5,0.07755
346.0,0.06606
346.5,0.07493
347.0,0.08018
347.5,0.06478
348.0,0.07417
348.5,0.07433
349.0,0.06906
349.5,0.06838
350.0,0.08464
350.5,0.08929
351.0,0.07962
351.5,0.077
352.0,0.08301
352.5,0.06497
353.0,0.08202
353.5,0.08783
354.0,0.09128
354.5,0.09259
355.0,0.09224
355.5,0.08342
356.0,0.08738
356.5,0.07463
357.0,0.06167
357.5,0.07554
358.0,0.05991
358.5,0.05122
359.0,0.07163
359.5,0.09117
360.0,0.09673
360.5,0.0774
361.0,0.07064
361.5,0.08145
362.0,0.07052
362.5,0.09771
363.0,0.08784
363.5,0.08097
364.0,0.09911
364.5,0.08475
365.0,0.08636
365.5,0.1085
366.0,0.115
366.5,0.1082
367.0,0.1054
367.5,0.1095
368.0,0.09586
368.5,0.09678
369.0,0.1046
369.5,0.1116
370.0,0.119
370.5,0.09247
371.0,0.09888
371.5,0.1238
372.0,0.0822
372.5,0.09864
373.0,0.1004
373.5,0.06539
374.0,0.09508
374.5,0.07882
375.0,0.07667
375.5,0.1145
376.0,0.095
376.5,0.0985
377.0,0.1044
377.5,0.1222
378.0,0.1325
378.5,0.1253
379.0,0.1035
379.5,0.09456
380.0,0.09837
380.5,0.1193
381.0,0.1197
381.5,0.09497
382.0,0.08444
382.5,0.07208
383.0,0.0668
383.5,0.0644
384.0,0.07111
384.5,0.1047
385.0,0.1039
385.5,0.09687
386.0,0.08304
386.5,0.1092
387.0,0.09081
387.5,0.1021
388.0,0.09433
388.5,0.09334
389.0,0.1008
389.5,0.1222
390.0,0.1228
390.5,0.1131
391.0,0.1333
391.5,0.136
392.0,0.1147
392.5,0.1028
393.0,0.05726
393.5,0.04167
394.0,0.08486
394.5,0.108
395.0,0.1319
395.5,0.1341
396.0,0.1163
396.5,0.06811
397.0,0.05117
397.5,0.1042
398.0,0.1459
398.5,0.151
399.0,0.1637
399.5,0.1633
400.0,0.1697
401.0,0.1697
402.0,0.1794
403.0,0.1708
404.0,0.1685
405.0,0.1687
406.0,0.1664
407.0,0.1641
408.0,0.1706
409.0,0.1829
410.0,0.1602
411.0,0.1739
412.0,0.1873
413.0,0.1828
414.0,0.1855
415.0,0.1864
416.0,0.1901
417.0,0.1857
418.0,0.1826
419.0,0.1854
420.0,0.1848
421.0,0.1937
422.0,0.1844
423.0,0.1804
424.0,0.191
425.0,0.191
426.0,0.1867
427.0,0.1835
428.0,0.179
429.0,0.1701
430.0,0.1492
431.0,0.1479
432.0,0.1914
433.0,0.1928
434.0,0.1792
435.0,0.1874
436.0,0.2117
437.0,0.2095
438.0,0.1911
439.0,0.1973
440.0,0.2039
441.0,0.2117
442.0,0.2274
443.0,0.2213
444.0,0.2267
445.0,0.222
446.0,0.2127
447.0,0.2307
448.0,0.2341
449.0,0.2358
450.0,0.2428
451.0,0.2522
452.0,0.2434
453.0,0.2293
454.0,0.24
455.0,0.2416
456.0,0.2476
457.0,0.2519
458.0,0.2429
459.0,0.2418
460.0,0.2423
461.0,0.2481
462.0,0.2506
463.0,0.249
464.0,0.2459
465.0,0.2437
466.0,0.2468
467.0,0.2421
468.0,0.245
469.0,0.2463
470.0,0.2384
471.0,0.2384
472.0,0.2512
473.0,0.2481
474.0,0.248
475.0,0.2495
476.0,0.2411
477.0,0.2412
478.0,0.248
479.0,0.2469
480.0,0.2478
481.0,0.2531
482.0,0.2552
483.0,0.2531
484.0,0.2485
485.0,0.2375
486.0,0.2083
487.0,0.2189
488.0,0.2402
489.0,0.2408
490.0,0.2538
491.0,0.2498
492.0,0.2361
493.0,0.244
494.0,0.2466
495.0,0.249
496.0,0.2506
497.0,0.2544
498.0,0.2424
499.0,0.2451
500.0,0.2374
501.0,0.2324
502.0,0.228
503.0,0.2361
504.0,0.227
505.0,0.2377
506.0,0.2454
507.0,0.2337
508.0,0.2275
509.0,0.2348
510.0,0.2344
511.0,0.2415
512.0,0.2445
513.0,0.2316
514.0,0.2303
515.0,0.228
516.0,0.2273
517.0,0.2021
518.0,0.2123
519.0,0.2226
520.0,0.2306
521.0,0.2326
522.0,0.2325
523.0,0.2281
524.0,0.2355
525.0,0.2373
526.0,0.2263
527.0,0.2125
528.0,0.2242
529.0,0.2357
530.0,0.232
531.0,0.235
532.0,0.2268
533.0,0.2201
534.0,0.2269
535.0,0.2323
536.0,0.2349
537.0,0.226
538.0,0.2302
539.0,0.2282
540.0,0.2185
541.0,0.2189
542.0,0.2251
543.0,0.2235
544.0,0.2265
545.0,0.226
546.0,0.2262
547.0,0.2268
548.0,0.2245
549.0,0.2255
550.0,0.2282
551.0,0.2255
552.0,0.2271
553.0,0.2229
554.0,0.2281
555.0,0.2283
556.0,0.2252
557.0,0.2178
558.0,0.2156
559.0,0.211
560.0,0.2132
561.0,0.2154
562.0,0.2131
563.0,0.2181
564.0,0.2115
565.0,0.2092
566.0,0.2056
567.0,0.2087
568.0,0.205
569.0,0.1968
570.0,0.1971
571.0,0.1967
572.0,0.1991
573.0,0.2008
574.0,0.1996
575.0,0.195
576.0,0.1933
577.0,0.1958
578.0,0.1938
579.0,0.1962
580.0,0.2025
581.0,0.2056
582.0,0.2112
583.0,0.2132
584.0,0.216
585.0,0.2113
586.0,0.2071
587.0,0.2106
588.0,0.2013
589.0,0.1704
590.0,0.1787
591.0,0.194
592.0,0.1887
593.0,0.1951
594.0,0.1924
595.0,0.1842
596.0,0.1984
597.0,0.1942
598.0,0.1959
599.0,0.1969
600.0,0.1988
601.0,0.1985
602.0,0.1974
603.0,0.2014
604.0,0.2052
605.0,0.2045
606.0,0.2044
607.0,0.2073
608.0,0.2058
609.0,0.2068
610.0,0.2061
611.0,0.2077
612.0,0.2077
613.0,0.2055
614.0,0.2034
615.0,0.2085
616.0,0.2022
617.0,0.2022
618.0,0.2104
619.0,0.2086
620.0,0.2099
621.0,0.2096
622.0,0.2069
623.0,0.2036
624.0,0.2005
625.0,0.1998
626.0,0.2024
627.0,0.2029
628.0,0.1694
629.0,0.1909
630.0,0.1857
631.0,0.1968
632.0,0.1959
633.0,0.2047
634.0,0.205
635.0,0.2094
636.0,0.208
637.0,0.2125
638.0,0.2162
639.0,0.2147
640.0,0.2137
641.0,0.2144
642.0,0.2143
643.0,0.2174
644.0,0.2176
645.0,0.2174
646.0,0.2099
647.0,0.2014
648.0,0.2026
649.0,0.1973
650.0,0.206
651.0,0.2162
652.0,0.2004
653.0,0.214
654.0,0.2121
655.0,0.2006
656.0,0.1803
657.0,0.1858
658.0,0.2107
659.0,0.2132
660.0,0.2149
661.0,0.2171
662.0,0.2165
663.0,0.2125
664.0,0.2169
665.0,0.2186
666.0,0.2193
667.0,0.2199
